airport	terminal	date	hour	us_avg_wait	us_max_wait	non_us_avg_wait	non_us_max_wait	all_avg_wait	all_max_wait	all_n_0..15	all_n_16..30	all_n_31..45	all_n_46..60	all_n_61..90	all_n_91..120	all_n_120..	all_excluded	all_total	all_flights	all_booths
ATL	Concourse E	1/29/2018	1900 - 2000	16	62	28	73	19	73	490	354	179	62	5	0	0	53	1143	8	15
ATL	Concourse E	1/29/2018	2000 - 2100	5	47	13	52	11	52	393	125	63	6	0	0	0	25	612	3	16
ATL	Concourse F	1/29/2018	0500 - 0600	29	141	127	182	98	182	21	17	21	10	6	32	126	8	241	1	15
ATL	Concourse F	1/29/2018	1000 - 1100	12	47	47	69	36	69	28	6	12	27	17	0	0	5	95	1	5
ATL	Concourse F	1/29/2018	1100 - 1200	5	20	9	20	6	20	87	14	0	0	0	0	0	2	103	1	5
ATL	Concourse F	1/29/2018	1200 - 1300	24	58	31	61	29	61	20	25	27	16	1	0	0	5	94	1	10
ATL	Concourse F	1/29/2018	1500 - 1600	34	59	72	121	64	121	18	5	53	35	57	51	5	7	231	1	13
ATL	Concourse F	1/29/2018	1800 - 1900	9	9	74	97	72	97	1	0	0	2	28	1	0	1	33	1	10
ATL	Concourse E	1/30/2018	0500 - 0600	0	49	20	71	11	71	640	62	80	67	21	0	0	30	900	4	12
ATL	Concourse E	1/30/2018	0600 - 0700	1	26	12	28	5	28	179	50	0	0	0	0	0	10	239	1	11
ATL	Concourse E	1/30/2018	0700 - 0800	9	37	18	37	12	37	134	71	23	0	0	0	0	9	237	1	5
ATL	Concourse E	1/30/2018	0900 - 1000	5	22	18	45	13	45	210	38	61	0	0	0	0	13	322	2	6
ATL	Concourse E	1/30/2018	1000 - 1100	1	34	12	37	4	37	242	22	2	0	0	0	0	16	282	3	7
ATL	Concourse E	1/30/2018	1200 - 1300	9	73	22	81	14	81	471	138	80	34	21	0	0	34	778	5	15
ATL	Concourse E	1/30/2018	1300 - 1400	10	75	34	82	21	82	360	125	86	41	70	0	0	24	706	4	17
ATL	Concourse E	1/30/2018	1400 - 1500	5	19	10	38	7	38	540	79	2	0	0	0	0	26	647	5	17
ATL	Concourse E	1/30/2018	1500 - 1600	13	88	25	95	17	95	828	507	111	55	71	3	0	74	1649	11	19
ATL	Concourse E	1/30/2018	1600 - 1700	20	69	24	85	21	85	357	75	78	90	18	0	0	28	646	6	12
ATL	Concourse E	1/30/2018	1700 - 1800	14	57	18	57	15	57	445	246	100	9	0	0	0	36	836	6	13
ATL	Concourse E	1/30/2018	1800 - 1900	11	63	22	80	14	80	1150	429	172	66	28	0	0	90	1935	15	18
ATL	Concourse E	1/30/2018	1900 - 2000	21	53	23	53	21	53	377	200	279	49	0	0	0	42	947	7	11
ATL	Concourse E	1/30/2018	2000 - 2100	1	28	7	32	3	32	624	37	3	0	0	0	0	35	699	6	14
ATL	Concourse F	1/30/2018	0500 - 0600	5	26	43	84	36	84	80	60	3	36	67	0	0	5	251	1	12
ATL	Concourse F	1/30/2018	1100 - 1200	5	31	12	31	11	31	154	81	2	0	0	0	0	8	245	3	7
ATL	Concourse F	1/30/2018	1200 - 1300	11	45	20	44	15	45	63	26	22	0	0	0	0	4	115	1	12
ATL	Concourse F	1/30/2018	1400 - 1500	7	44	23	57	18	57	136	45	37	24	0	0	0	8	250	1	10
ATL	Concourse F	1/30/2018	1500 - 1600	4	23	30	58	26	58	18	24	26	8	0	0	0	3	79	1	11
ATL	Concourse F	1/30/2018	1600 - 1700	7	31	28	58	18	58	63	21	17	17	0	0	0	3	121	1	9
ATL	Concourse E	1/31/2018	0500 - 0600	12	86	71	132	43	132	324	108	53	47	143	154	23	32	884	4	13
ATL	Concourse E	1/31/2018	0600 - 0700	0	32	37	73	13	73	174	6	3	6	31	0	0	7	227	1	12
ATL	Concourse E	1/31/2018	0700 - 0800	10	28	16	28	13	28	124	104	0	0	0	0	0	7	235	1	11
ATL	Concourse E	1/31/2018	0800 - 0900	4	9	7	11	5	11	73	0	0	0	0	0	0	5	78	1	6
ATL	Concourse E	1/31/2018	0900 - 1000	5	29	12	34	9	34	155	56	13	0	0	0	0	7	231	1	6
ATL	Concourse E	1/31/2018	1000 - 1100	1	24	12	33	5	33	109	12	7	0	0	0	0	7	135	2	4
ATL	Concourse E	1/31/2018	1100 - 1200	8	62	23	71	18	71	111	40	34	20	7	0	0	11	223	3	5
ATL	Concourse E	1/31/2018	1200 - 1300	1	34	15	50	7	50	423	87	40	5	0	0	0	23	578	4	15
ATL	Concourse E	1/31/2018	1300 - 1400	7	32	16	36	11	36	498	178	34	0	0	0	0	30	740	4	19
ATL	Concourse E	1/31/2018	1400 - 1500	8	62	14	55	11	62	599	220	57	6	1	0	0	44	927	9	16
ATL	Concourse E	1/31/2018	1500 - 1600	5	25	12	39	7	39	567	92	14	0	0	0	0	29	702	6	15
ATL	Concourse E	1/31/2018	1600 - 1700	14	42	17	45	15	45	485	411	99	0	0	0	0	47	1042	6	14
ATL	Concourse E	1/31/2018	1700 - 1800	12	50	15	53	13	53	993	393	208	34	0	0	0	82	1710	11	17
ATL	Concourse E	1/31/2018	1800 - 1900	14	51	17	51	15	51	790	540	171	20	0	0	0	70	1591	13	17
ATL	Concourse E	1/31/2018	1900 - 2000	10	36	12	36	11	36	542	150	68	0	0	0	0	32	792	6	10
ATL	Concourse E	1/31/2018	2000 - 2100	0	7	2	11	1	11	178	0	0	0	0	0	0	5	183	1	19
ATL	Concourse F	1/31/2018	0500 - 0600	16	74	58	130	43	130	145	70	41	46	88	56	6	15	467	2	12
ATL	Concourse F	1/31/2018	1000 - 1100	2	26	9	21	3	26	107	9	0	0	0	0	0	4	120	1	3
ATL	Concourse F	1/31/2018	1500 - 1600	9	57	20	56	15	57	107	15	15	18	0	0	0	5	160	1	9
ATL	Concourse F	1/31/2018	1600 - 1700	1	19	9	50	5	50	110	6	6	2	0	0	0	5	129	2	8
ATL	Concourse F	1/31/2018	1800 - 1900	2	12	9	34	6	34	75	7	5	0	0	0	0	3	90	1	8
ATL	Concourse F	1/31/2018	2000 - 2100	6	24	12	25	8	25	78	21	0	0	0	0	0	3	102	1	14
ATL	Concourse E	2/1/2018	0500 - 0600	4	68	26	89	16	89	721	138	118	78	68	0	0	51	1174	5	11
ATL	Concourse E	2/1/2018	0600 - 0700	1	31	7	33	3	33	224	18	8	0	0	0	0	8	258	1	6
ATL	Concourse E	2/1/2018	0900 - 1000	1	17	5	18	4	18	203	16	0	0	0	0	0	10	229	1	10
ATL	Concourse E	2/1/2018	1100 - 1200	3	32	16	51	9	51	451	89	73	8	0	0	0	36	657	5	9
ATL	Concourse E	2/1/2018	1200 - 1300	1	16	2	19	1	19	447	7	0	0	0	0	0	23	477	4	12
ATL	Concourse E	2/1/2018	1300 - 1400	1	17	3	17	2	17	795	11	0	0	0	0	0	39	845	4	16
ATL	Concourse E	2/1/2018	1400 - 1500	8	36	13	41	10	41	828	333	57	0	0	0	0	61	1279	7	15
ATL	Concourse E	2/1/2018	1500 - 1600	9	36	22	53	15	53	463	236	83	27	0	0	0	48	857	8	14
