airport	terminal	date	hour	us_avg_wait	us_max_wait	non_us_avg_wait	non_us_max_wait	all_avg_wait	all_max_wait	all_n_0..15	all_n_16..30	all_n_31..45	all_n_46..60	all_n_61..90	all_n_91..120	all_n_120..	all_excluded	all_total	all_flights	all_booths
ATL	Concourse E	2/17/2018	1100 - 1200	1	29	7	44	3	44	246	19	7	0	0	0	0	15	287	3	7
ATL	Concourse E	2/17/2018	1200 - 1300	8	40	16	41	11	41	532	211	37	0	0	0	0	43	823	6	12
ATL	Concourse E	2/17/2018	1300 - 1400	8	25	13	26	10	26	565	198	0	0	0	0	0	29	792	4	18
ATL	Concourse E	2/17/2018	1400 - 1500	6	29	11	47	9	47	812	158	40	3	0	0	0	46	1059	7	16
ATL	Concourse E	2/17/2018	1500 - 1600	9	53	18	63	13	63	1333	573	134	68	6	0	0	99	2213	12	20
ATL	Concourse E	2/17/2018	1600 - 1700	12	70	30	71	17	71	789	549	195	65	32	0	0	81	1711	10	18
ATL	Concourse E	2/17/2018	1700 - 1800	19	64	16	63	18	64	765	367	224	127	6	0	0	69	1558	10	19
ATL	Concourse E	2/17/2018	1800 - 1900	22	96	18	96	21	96	1051	524	300	166	161	11	0	110	2323	15	21
ATL	Concourse E	2/17/2018	1900 - 2000	18	62	17	56	18	62	985	747	453	66	3	0	0	106	2360	16	19
ATL	Concourse E	2/17/2018	2000 - 2100	2	20	1	19	1	20	716	11	0	0	0	0	0	31	758	5	14
ATL	Concourse F	2/17/2018	1000 - 1100	5	15	9	14	6	15	117	0	0	0	0	0	0	7	124	1	5
ATL	Concourse F	2/17/2018	1100 - 1200	12	34	22	46	18	46	23	14	12	1	0	0	0	4	54	1	7
ATL	Concourse F	2/17/2018	1500 - 1600	6	25	27	50	16	50	107	49	23	12	0	0	0	9	200	2	11
ATL	Concourse F	2/17/2018	1800 - 1900	5	46	12	45	8	46	83	17	4	1	0	0	0	4	109	1	12
ATL	Concourse E	2/18/2018	0400 - 0500	19	39	30	52	21	52	37	137	18	2	0	0	0	11	205	2	10
ATL	Concourse E	2/18/2018	0500 - 0600	1	46	20	66	10	66	628	122	47	42	21	0	0	37	897	4	15
ATL	Concourse E	2/18/2018	0700 - 0800	5	18	4	18	5	18	216	24	0	0	0	0	0	7	247	1	8
ATL	Concourse E	2/18/2018	0800 - 0900	5	26	7	26	6	26	105	21	0	0	0	0	0	4	130	1	5
ATL	Concourse E	2/18/2018	0900 - 1000	2	29	11	34	6	34	254	48	13	0	0	0	0	10	325	2	7
ATL	Concourse E	2/18/2018	1000 - 1100	0	24	9	38	3	38	428	48	9	0	0	0	0	21	506	5	9
ATL	Concourse E	2/18/2018	1100 - 1200	0	11	1	12	0	12	322	0	0	0	0	0	0	11	333	3	10
ATL	Concourse E	2/18/2018	1200 - 1300	1	23	5	23	3	23	880	40	0	0	0	0	0	40	960	6	12
ATL	Concourse E	2/18/2018	1300 - 1400	6	23	10	34	8	34	674	192	13	0	0	0	0	37	916	5	19
ATL	Concourse E	2/18/2018	1400 - 1500	3	18	6	27	5	27	1061	89	0	0	0	0	0	48	1198	6	19
ATL	Concourse E	2/18/2018	1500 - 1600	11	57	15	66	13	66	989	504	98	31	9	0	0	74	1705	11	17
ATL	Concourse E	2/18/2018	1600 - 1700	6	79	14	81	9	81	1178	258	54	13	20	0	0	68	1591	9	18
ATL	Concourse E	2/18/2018	1700 - 1800	14	65	17	67	15	67	797	346	145	71	12	0	0	64	1435	10	19
ATL	Concourse E	2/18/2018	1800 - 1900	24	63	20	63	23	63	590	709	475	161	12	0	0	97	2044	13	19
ATL	Concourse E	2/18/2018	1900 - 2000	10	42	9	40	10	42	782	219	52	0	0	0	0	49	1102	7	13
ATL	Concourse E	2/18/2018	2000 - 2100	7	34	7	34	7	34	546	125	19	0	0	0	0	24	714	4	18
ATL	Concourse F	2/18/2018	0500 - 0600	7	26	36	74	19	74	150	38	48	8	16	0	0	7	267	1	13
ATL	Concourse F	2/18/2018	1100 - 1200	7	21	15	29	11	29	52	27	0	0	0	0	0	4	83	1	11
ATL	Concourse F	2/18/2018	1300 - 1400	9	33	16	33	14	33	61	32	12	0	0	0	0	4	109	1	15
ATL	Concourse E	2/19/2018	0400 - 0500	31	65	43	90	35	90	48	43	51	66	16	0	0	12	236	1	12
ATL	Concourse E	2/19/2018	0500 - 0600	6	49	35	76	19	76	524	115	81	100	72	0	0	31	923	4	15
ATL	Concourse E	2/19/2018	0600 - 0700	4	20	15	35	9	35	280	89	13	0	0	0	0	17	399	2	10
ATL	Concourse E	2/19/2018	0700 - 0800	0	11	5	15	3	15	232	0	0	0	0	0	0	11	243	1	13
ATL	Concourse E	2/19/2018	0900 - 1000	9	24	13	31	11	31	242	119	8	0	0	0	0	17	386	2	12
ATL	Concourse E	2/19/2018	1000 - 1100	7	23	9	24	7	24	166	43	0	0	0	0	0	11	220	2	6
ATL	Concourse E	2/19/2018	1100 - 1200	1	13	3	15	1	15	404	0	0	0	0	0	0	17	421	3	11
ATL	Concourse E	2/19/2018	1200 - 1300	5	42	13	63	8	63	780	170	72	11	6	0	0	45	1084	7	13
ATL	Concourse E	2/19/2018	1300 - 1400	4	41	25	50	16	50	274	119	112	17	0	0	0	23	545	2	19
ATL	Concourse E	2/19/2018	1400 - 1500	11	41	7	41	9	41	695	193	48	0	0	0	0	50	986	7	19
ATL	Concourse E	2/19/2018	1500 - 1600	7	46	9	46	8	46	1161	189	58	3	0	0	0	60	1471	9	24
ATL	Concourse E	2/19/2018	1600 - 1700	17	45	18	51	17	51	657	559	262	6	0	0	0	89	1573	9	16
ATL	Concourse E	2/19/2018	1700 - 1800	13	64	16	64	14	64	999	291	238	44	5	0	0	66	1643	9	21
ATL	Concourse E	2/19/2018	1800 - 1900	16	49	19	48	16	49	1217	651	407	22	0	0	0	110	2407	16	14
ATL	Concourse E	2/19/2018	1900 - 2000	10	39	9	39	10	39	621	214	56	0	0	0	0	38	929	5	12
ATL	Concourse E	2/19/2018	2000 - 2100	0	0	0	0	0	0	405	0	0	0	0	0	0	9	414	2	21
ATL	Concourse E	2/19/2018	2200 - 2300	3	9	6	9	3	9	131	0	0	0	0	0	0	8	139	1	25
ATL	Concourse F	2/19/2018	1100 - 1200	5	13	11	24	10	24	45	14	0	0	0	0	0	4	63	1	7
ATL	Concourse F	2/19/2018	1300 - 1400	19	48	45	64	25	64	31	49	18	16	4	0	0	4	122	1	15
ATL	Concourse F	2/19/2018	1500 - 1600	1	7	12	26	10	26	132	47	0	0	0	0	0	6	185	1	15
ATL	Concourse F	2/19/2018	1600 - 1700	6	21	8	21	7	21	80	12	0	0	0	0	0	3	95	1	14
ATL	Concourse F	2/19/2018	2000 - 2100	4	19	4	10	4	19	123	2	0	0	0	0	0	3	128	1	14
ATL	Concourse E	2/20/2018	0400 - 0500	14	30	27	43	16	43	123	100	22	0	0	0	0	14	259	1	8
ATL	Concourse E	2/20/2018	0500 - 0600	1	22	15	58	9	58	442	100	63	5	0	0	0	24	634	3	11
ATL	Concourse E	2/20/2018	0600 - 0700	0	10	2	12	1	12	459	0	0	0	0	0	0	10	469	2	13
ATL	Concourse E	2/20/2018	0700 - 0800	9	30	13	29	11	30	139	79	0	0	0	0	0	12	230	1	6
ATL	Concourse E	2/20/2018	0900 - 1000	13	43	17	51	14	51	210	116	67	2	0	0	0	15	410	2	8
ATL	Concourse E	2/20/2018	1000 - 1100	11	24	15	18	11	24	102	21	0	0	0	0	0	7	130	1	3
ATL	Concourse E	2/20/2018	1100 - 1200	0	27	4	36	2	36	401	20	4	0	0	0	0	22	447	4	7
ATL	Concourse E	2/20/2018	1200 - 1300	10	52	31	84	18	84	422	135	44	47	38	0	0	38	724	4	13
ATL	Concourse E	2/20/2018	1300 - 1400	7	65	29	73	18	73	487	158	63	65	59	0	0	27	859	5	17
ATL	Concourse E	2/20/2018	1400 - 1500	4	28	10	35	7	35	612	125	15	0	0	0	0	35	787	4	18
ATL	Concourse E	2/20/2018	1500 - 1600	15	52	23	81	18	81	664	587	185	17	38	0	0	78	1569	11	19
ATL	Concourse E	2/20/2018	1600 - 1700	13	44	16	59	14	59	656	379	133	7	0	0	0	60	1235	7	15
ATL	Concourse E	2/20/2018	1700 - 1800	14	53	22	74	16	74	1060	597	257	45	14	0	0	90	2063	13	23
ATL	Concourse E	2/20/2018	1800 - 1900	19	70	18	65	19	70	885	504	406	104	7	0	0	98	2004	14	19
ATL	Concourse E	2/20/2018	1900 - 2000	9	37	8	33	9	37	444	182	7	0	0	0	0	22	655	4	10
ATL	Concourse E	2/20/2018	2000 - 2100	2	18	5	18	2	18	405	6	0	0	0	0	0	21	432	3	12
ATL	Concourse F	2/20/2018	1000 - 1100	7	26	17	34	13	34	32	12	4	0	0	0	0	4	52	1	4
ATL	Concourse F	2/20/2018	1100 - 1200	1	16	16	45	12	45	43	9	14	0	0	0	0	3	69	1	6
ATL	Concourse F	2/20/2018	1200 - 1300	9	54	19	55	14	55	71	19	12	5	0	0	0	3	110	1	7
ATL	Concourse F	2/20/2018	1500 - 1600	4	22	15	42	9	42	96	20	14	0	0	0	0	5	135	1	8
ATL	Concourse F	2/20/2018	1700 - 1800	14	23	18	23	16	23	9	17	0	0	0	0	0	0	26	1	6
ATL	Concourse F	2/20/2018	2000 - 2100	4	23	10	26	7	26	241	34	0	0	0	0	0	9	284	2	9
ATL	Concourse E	2/21/2018	0500 - 0600	5	66	35	95	20	95	835	263	113	91	151	18	0	59	1530	7	13
ATL	Concourse E	2/21/2018	0700 - 0800	4	29	13	30	8	30	146	57	0	0	0	0	0	6	209	1	8
ATL	Concourse E	2/21/2018	0800 - 0900	38	65	63	88	45	88	3	25	28	21	21	0	0	6	104	1	7
ATL	Concourse E	2/21/2018	0900 - 1000	14	63	27	63	21	63	140	71	51	32	8	0	0	12	314	2	9
ATL	Concourse E	2/21/2018	1000 - 1100	4	15	8	17	5	17	124	4	0	0	0	0	0	7	135	1	5
ATL	Concourse E	2/21/2018	1100 - 1200	0	16	2	20	1	20	376	11	0	0	0	0	0	18	405	4	7
ATL	Concourse E	2/21/2018	1200 - 1300	6	21	9	46	7	46	376	59	8	2	0	0	0	19	464	3	18
ATL	Concourse E	2/21/2018	1300 - 1400	6	33	19	38	12	38	416	204	61	0	0	0	0	31	712	3	25
ATL	Concourse E	2/21/2018	1400 - 1500	18	39	23	56	21	56	254	273	201	24	0	0	0	37	789	3	14
ATL	Concourse E	2/21/2018	1500 - 1600	9	51	23	59	13	59	822	225	152	60	0	0	0	60	1319	9	18
ATL	Concourse E	2/21/2018	1600 - 1700	15	42	15	33	15	42	181	178	18	0	0	0	0	20	397	5	11
ATL	Concourse E	2/21/2018	1700 - 1800	11	47	13	47	12	47	1171	587	153	8	0	0	0	99	2018	13	20
ATL	Concourse E	2/21/2018	1800 - 1900	23	81	29	95	24	95	882	506	452	300	78	8	0	108	2334	16	18
ATL	Concourse E	2/21/2018	1900 - 2000	9	39	12	65	10	65	596	127	6	5	14	0	0	33	781	5	14
ATL	Concourse E	2/21/2018	2000 - 2100	0	4	0	3	0	4	274	0	0	0	0	0	0	15	289	2	8
ATL	Concourse F	2/21/2018	1100 - 1200	8	31	15	36	11	36	124	20	14	0	0	0	0	3	161	1	7
ATL	Concourse F	2/21/2018	1200 - 1300	16	58	30	64	24	64	77	105	43	33	4	0	0	8	270	2	19
ATL	Concourse F	2/21/2018	1300 - 1400	16	49	37	57	25	57	60	114	44	36	0	0	0	9	263	2	18
ATL	Concourse F	2/21/2018	1400 - 1500	2	14	18	44	16	44	116	54	36	0	0	0	0	6	212	1	12
ATL	Concourse E	2/22/2018	0500 - 0600	1	71	21	71	11	71	729	143	72	50	21	0	0	50	1065	5	11
ATL	Concourse E	2/22/2018	0600 - 0700	3	47	30	53	24	53	85	13	39	48	0	0	0	8	193	1	11
ATL	Concourse E	2/22/2018	0700 - 0800	4	19	13	28	8	28	173	62	0	0	0	0	0	8	243	1	8
ATL	Concourse E	2/22/2018	0800 - 0900	46	64	49	63	47	64	2	0	37	77	3	0	0	7	126	1	7
ATL	Concourse E	2/22/2018	0900 - 1000	7	31	13	31	10	31	240	93	7	0	0	0	0	6	346	2	8
ATL	Concourse E	2/22/2018	1000 - 1100	8	21	13	24	9	24	198	31	0	0	0	0	0	14	243	2	5
ATL	Concourse E	2/22/2018	1100 - 1200	1	38	7	40	4	40	242	11	14	0	0	0	0	16	283	3	7
ATL	Concourse E	2/22/2018	1200 - 1300	7	40	13	42	9	42	566	160	33	0	0	0	0	40	799	5	15
ATL	Concourse E	2/22/2018	1300 - 1400	8	36	17	45	12	45	607	237	80	0	0	0	0	42	966	5	19
ATL	Concourse E	2/22/2018	1400 - 1500	13	33	23	50	17	50	358	263	95	21	0	0	0	38	775	6	22
ATL	Concourse E	2/22/2018	1500 - 1600	1	29	6	32	4	32	764	74	4	0	0	0	0	39	881	6	15
ATL	Concourse E	2/22/2018	1600 - 1700	9	42	10	42	9	42	895	190	76	0	0	0	0	45	1206	8	15
ATL	Concourse E	2/22/2018	1700 - 1800	13	60	17	61	15	61	913	341	128	73	2	0	0	67	1524	10	19
ATL	Concourse E	2/22/2018	1800 - 1900	22	69	23	70	22	70	503	516	424	77	16	0	0	76	1612	12	18
ATL	Concourse E	2/22/2018	1900 - 2000	8	46	13	52	9	52	1197	167	158	10	0	0	0	63	1595	10	13
ATL	Concourse E	2/22/2018	2000 - 2100	1	9	1	11	1	11	532	0	0	0	0	0	0	27	559	3	15
ATL	Concourse F	2/22/2018	1100 - 1200	6	32	11	36	9	36	124	20	8	0	0	0	0	4	156	1	7
ATL	Concourse F	2/22/2018	1500 - 1600	6	16	8	21	7	21	145	10	0	0	0	0	0	5	160	1	10
ATL	Concourse E	2/23/2018	0400 - 0500	13	80	50	92	33	92	75	36	28	12	44	1	0	12	208	1	10
ATL	Concourse E	2/23/2018	0500 - 0600	5	94	44	113	22	113	771	143	90	72	126	74	0	61	1337	6	11
ATL	Concourse E	2/23/2018	0700 - 0800	9	31	21	37	14	37	123	80	27	0	0	0	0	8	238	2	8
ATL	Concourse E	2/23/2018	0800 - 0900	10	20	13	20	10	20	124	17	0	0	0	0	0	7	148	1	9
ATL	Concourse E	2/23/2018	1000 - 1100	4	18	5	16	4	18	213	5	0	0	0	0	0	10	228	2	7
ATL	Concourse E	2/23/2018	1100 - 1200	4	31	11	40	7	40	600	89	50	0	0	0	0	34	773	5	8
ATL	Concourse E	2/23/2018	1200 - 1300	14	52	18	52	15	52	460	114	126	38	0	0	0	42	780	5	13
ATL	Concourse E	2/23/2018	1300 - 1400	5	44	16	45	9	45	728	125	78	0	0	0	0	41	972	5	17
ATL	Concourse E	2/23/2018	1400 - 1500	14	38	14	40	14	40	707	467	110	0	0	0	0	64	1348	7	18
ATL	Concourse E	2/23/2018	1500 - 1600	12	45	21	49	15	49	546	435	126	14	0	0	0	53	1174	7	19
ATL	Concourse E	2/23/2018	1600 - 1700	10	43	16	44	12	44	1124	529	134	0	0	0	0	79	1866	9	15
ATL	Concourse E	2/23/2018	1700 - 1800	11	71	16	60	12	71	1228	334	159	25	8	0	0	76	1830	11	19
ATL	Concourse E	2/23/2018	1800 - 1900	16	65	23	70	17	70	911	833	208	72	18	0	0	109	2151	14	16
ATL	Concourse E	2/23/2018	1900 - 2000	11	41	12	41	11	41	516	171	86	0	0	0	0	37	810	5	10
ATL	Concourse E	2/23/2018	2000 - 2100	2	22	8	25	4	25	557	72	0	0	0	0	0	30	659	3	18
ATL	Concourse F	2/23/2018	0100 - 0200	8	29	14	35	11	35	132	39	10	0	0	0	0	10	191	1	5
ATL	Concourse F	2/23/2018	1000 - 1100	4	16	10	24	5	24	87	7	0	0	0	0	0	4	98	1	5
ATL	Concourse F	2/23/2018	1600 - 1700	7	18	11	13	7	18	61	2	0	0	0	0	0	2	65	1	1
ATL	Concourse F	2/23/2018	2000 - 2100	12	35	12	35	12	35	90	21	15	0	0	0	0	4	130	1	11
ATL	Concourse F	2/23/2018	2100 - 2200	3	5	0	0	3	5	8	0	0	0	0	0	0	2	10	1	3
ATL	Concourse E	2/24/2018	0500 - 0600	2	48	14	55	7	55	1058	142	118	15	0	0	0	58	1391	6	13
ATL	Concourse E	2/24/2018	0700 - 0800	22	33	21	33	22	33	51	149	26	0	0	0	0	6	232	1	8
ATL	Concourse E	2/24/2018	0800 - 0900	8	16	9	15	8	16	132	3	0	0	0	0	0	8	143	1	8
ATL	Concourse E	2/24/2018	0900 - 1000	3	16	2	15	3	16	246	2	0	0	0	0	0	9	257	1	10
ATL	Concourse E	2/24/2018	1000 - 1100	2	17	0	3	2	17	204	2	0	0	0	0	0	12	218	2	6
ATL	Concourse E	2/24/2018	1100 - 1200	1	30	12	45	5	45	219	17	20	0	0	0	0	15	271	3	7
ATL	Concourse E	2/24/2018	1200 - 1300	3	23	6	30	4	30	548	49	0	0	0	0	0	27	624	4	11
ATL	Concourse E	2/24/2018	1300 - 1400	7	27	13	33	9	33	969	357	8	0	0	0	0	59	1393	7	19
ATL	Concourse E	2/24/2018	1400 - 1500	10	36	17	58	13	58	1051	610	163	28	0	0	0	88	1940	9	19
ATL	Concourse E	2/24/2018	1500 - 1600	13	69	24	68	17	69	533	527	130	37	3	0	0	67	1297	7	20
ATL	Concourse E	2/24/2018	1600 - 1700	18	70	28	64	20	70	751	385	273	114	64	0	0	85	1672	10	14
ATL	Concourse E	2/24/2018	1700 - 1800	12	42	15	48	12	48	1063	401	169	1	0	0	0	78	1712	11	17
ATL	Concourse E	2/24/2018	1800 - 1900	18	73	19	73	19	73	1214	904	425	130	12	0	0	129	2814	18	21
ATL	Concourse E	2/24/2018	1900 - 2000	18	55	25	56	19	56	918	658	325	175	0	0	0	99	2175	13	20
ATL	Concourse E	2/24/2018	2000 - 2100	11	39	16	39	12	39	550	346	67	0	0	0	0	42	1005	5	16
ATL	Concourse E	2/24/2018	2100 - 2200	9	18	10	18	9	18	223	20	0	0	0	0	0	14	257	1	17
ATL	Concourse F	2/24/2018	1000 - 1100	3	23	12	27	6	27	104	25	0	0	0	0	0	3	132	1	8
ATL	Concourse F	2/24/2018	1100 - 1200	4	31	16	37	9	37	120	25	11	0	0	0	0	5	161	1	7
ATL	Concourse F	2/24/2018	1500 - 1600	17	75	36	75	25	75	129	112	76	41	14	0	0	11	383	2	12
ATL	Concourse F	2/24/2018	2100 - 2200	0	4	0	2	0	4	96	0	0	0	0	0	0	1	97	1	8
ATL	Concourse E	2/25/2018	0500 - 0600	0	37	18	57	10	57	697	157	68	40	0	0	0	37	999	4	9
ATL	Concourse E	2/25/2018	0600 - 0700	0	13	4	13	1	13	183	0	0	0	0	0	0	9	192	1	7
ATL	Concourse E	2/25/2018	0700 - 0800	4	14	8	16	5	16	214	6	0	0	0	0	0	9	229	1	10
ATL	Concourse E	2/25/2018	0800 - 0900	14	35	11	36	13	36	240	108	64	0	0	0	0	16	428	2	9
ATL	Concourse E	2/25/2018	1000 - 1100	1	41	13	46	3	46	620	22	26	2	0	0	0	37	707	6	9
ATL	Concourse E	2/25/2018	1100 - 1200	0	17	7	26	3	26	556	68	0	0	0	0	0	26	650	5	9
ATL	Concourse E	2/25/2018	1200 - 1300	4	43	14	44	7	44	569	174	50	0	0	0	0	40	833	5	17
ATL	Concourse E	2/25/2018	1300 - 1400	6	32	8	32	7	32	1071	210	7	0	0	0	0	39	1327	7	20
